step,pcvm_x,pcvm_y,exec_x,exec_y,regularized_x,regularized_y,reward
25,0.8426309441036975,-1.023578955565311,0.8968339911836535,-1.2320315847636465,0.9097041080290312,-1.2110630781195721,-0.7078748954884921
26,0.8426309441036975,-1.023578955565311,0.8968339911836535,-1.2320315847636465,0.9097041080290312,-1.2110630781195721,-0.25918152375780584
27,1.5788073538041838,-1.0946399020554174,1.6330104008841397,-1.303092531253753,1.6458805177295175,-1.2821240246096786,1.175721869729438
28,1.5788073538041838,-1.0946399020554174,1.6330104008841397,-1.303092531253753,1.6458805177295175,-1.2821240246096786,-0.25744685593172084
29,1.5788073538041838,-1.0946399020554174,1.6330104008841397,-1.303092531253753,1.6458805177295175,-1.2821240246096786,-1.0270352660806796
30,1.1496289349591786,-0.8056981218496545,1.2038319820391346,-1.01415075104799,1.2167020988845123,-0.9931822444039157,0.7278014910361403
31,1.004815098084506,-0.6950194198220204,1.0590181451644618,-0.9034720490203558,1.0718882620098396,-0.8825035423762816,0.006518750233466153
32,1.1432523237360521,-0.6372687959820744,1.1781961551944156,-0.9945577335448751,1.1910662720397933,-0.9735892269008009,-0.8617420621104229
33,1.2379049238181672,-0.7536341056653953,1.3166333808459616,-0.9368071097049291,1.3295034976913394,-0.9158386030608549,-0.2744918100506481
34,1.4261255022996173,0.4384137344808169,1.5048539593274117,0.25524073044128337,1.5166610097756128,0.26947657260780467,1.5021096746189797
35,2.4205306489667464,1.0540022231126875,2.4992591059945406,0.8708292190731539,2.511066156442742,0.8850650612396752,5.831549521423566
36,2.318591214897368,0.9439642670174617,2.37171958369591,0.7918756235132486,2.3835266341441113,0.8061114656797699,-0.9135888139638817
37,2.322577522292468,0.9483928784164785,2.3741189154192526,0.7977534264778964,2.385925965867454,0.8119892686444177,-0.8199206588268041
38,3.3844504337711987,0.8606878576219898,3.4851303307612946,0.5862141044112726,3.4815012055572914,0.6017248920933347,3.4208942372907623
39,4.5860154093506145,0.7841601361797285,4.68669530634071,0.5096863829690113,4.67907473244215,0.52545138617837,4.482662222620226
40,4.5860154093506145,0.7841601361797285,4.68669530634071,0.5096863829690113,4.67907473244215,0.52545138617837,-1.01184352408052
41,4.4788625123887735,0.6791922521737858,4.580774035132416,0.40347581708397845,4.573153461233856,0.41924082029333715,-0.33279939481454673
42,4.540382966867907,0.7151913374477865,4.642294489611549,0.43947490235797915,4.634673915712989,0.45523990556733784,-0.5592065197734588
43,5.125046500421821,0.5851347739498336,5.226958023165463,0.30941833886002623,5.219337449266903,0.32518334206938493,4.353737838263388
44,5.125046500421821,0.5851347739498336,5.226958023165463,0.30941833886002623,5.219337449266903,0.32518334206938493,-0.2680748695800105
45,5.125046500421821,0.5851347739498336,5.226958023165463,0.30941833886002623,5.219337449266903,0.32518334206938493,-0.9352957983935858
46,5.125046500421821,0.5851347739498336,5.226958023165463,0.30941833886002623,5.219337449266903,0.32518334206938493,-0.275238666587224
47,5.147184121257659,0.45459908107803176,5.249095644001302,0.1788826459882244,5.241475070102742,0.1946476491975831,1.5525227418369565
48,5.428255025104172,0.37990626342535416,5.6500545759729,0.21355373518480503,5.64243400207434,0.22931873839416372,0.6508100544402222
49,5.321426719728915,0.2746080527537052,5.505086076840055,0.2520781983111094,5.497465502941495,0.2678432015204681,-0.3293089287452057
50,5.342251331280433,0.4686461895372068,5.525910688391573,0.446116335094611,5.518290114493013,0.4618813383039697,0.07692602812980132
51,5.342251331280433,0.4686461895372068,5.525910688391573,0.446116335094611,5.518290114493013,0.4618813383039697,-0.2602260097895083
52,5.342251331280433,0.4686461895372068,5.525910688391573,0.446116335094611,5.518290114493013,0.4618813383039697,-0.932396109989874
53,5.342251331280433,0.4686461895372068,5.525910688391573,0.446116335094611,5.518290114493013,0.4618813383039697,-0.26372863890532466
54,5.098470140710341,0.6491827361314453,5.28212949782148,0.6266528816888495,5.27450892392292,0.6424178848982082,-0.07299779814480656
55,4.7946377520876515,0.5895554152750871,4.951648375037383,0.4488682874093423,4.944027801138823,0.464633290618701,1.8769295634415164
56,4.7946377520876515,0.5895554152750871,4.951648375037383,0.4488682874093423,4.944027801138823,0.464633290618701,-0.2686327303833775
57,4.7946377520876515,0.5895554152750871,4.951648375037383,0.4488682874093423,4.944027801138823,0.464633290618701,-0.2558515830669832
58,4.773516235628093,0.4579872757960475,4.930526858577824,0.3173001479303026,4.922906284679264,0.3330651511396613,-0.046604279563355555
59,4.773516235628093,0.4579872757960475,4.930526858577824,0.3173001479303026,4.922906284679264,0.3330651511396613,-0.26496899311006145
60,4.680981427394501,0.32448308172068097,4.837992050344233,0.1837959538549361,4.830371476445673,0.1995609570642948,-0.022398926075117842
61,4.680981427394501,0.32448308172068097,4.837992050344233,0.1837959538549361,4.830371476445673,0.1995609570642948,-0.2631742629072201
62,4.680981427394501,0.32448308172068097,4.837992050344233,0.1837959538549361,4.830371476445673,0.1995609570642948,-0.921298796453807
63,4.680123745913,0.47448062964222626,4.866419014966656,0.3310776828044413,4.858798441068096,0.3468426860138,-0.3097239907506922
64,4.546720045129159,0.32875791948818855,4.733015314182815,0.1853549726504036,4.725394740284255,0.2011199758597623,-0.04151263458134513
65,4.546720045129159,0.32875791948818855,4.733015314182815,0.1853549726504036,4.725394740284255,0.2011199758597623,-0.279008419746113
66,4.540696684613536,0.3199483061979171,4.726991953667192,0.17654535936013213,4.719371379768632,0.19231036256949083,-0.9055012222976264
67,4.540696684613536,0.3199483061979171,4.726991953667192,0.17654535936013213,4.719371379768632,0.19231036256949083,-0.27994930428595377
68,4.540696684613536,0.3199483061979171,4.726991953667192,0.17654535936013213,4.719371379768632,0.19231036256949083,-0.8477216994460959
69,4.648825525372764,0.4239105772199826,4.833204044118676,0.28246510181604023,4.825583470220116,0.29823010502539893,-0.4331548339541544
70,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,1.713990829237705
71,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.27138860610469023
72,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.96146522986834
73,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.2715003904510783
74,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.9312802351704171
75,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.9565284464570739
76,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.26482723851578366
77,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.9093564263976399
78,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.2643787476025578
79,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.911426244896686
80,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.2707073755556945
81,4.810695761438315,0.11420911916255161,4.995074280184227,-0.027236356241390758,4.987453706285667,-0.011471353032032061,-0.9353715704549476
82,5.308514660147342,0.039563587354386656,5.492893178893254,-0.10188188804955571,5.485272604994694,-0.08611688484019701,2.650091136589611
83,5.308514660147342,0.039563587354386656,5.492893178893254,-0.10188188804955571,5.485272604994694,-0.08611688484019701,-0.26392912542490443
84,5.643342896320365,0.39759859788385615,5.827721415066277,0.25615312247991384,5.820100841167717,0.27191812568927254,1.3540868689068786
85,5.643342896320365,0.39759859788385615,5.827721415066277,0.25615312247991384,5.820100841167717,0.27191812568927254,-0.2748502193879005
86,5.460301608591047,0.8332260986071587,5.644680127336959,0.6917806232032163,5.637059553438399,0.707545626412575,0.6832119017569078
87,5.946377905612843,1.2922802895343677,6.130756424358755,1.1508348141304254,6.123135850460195,1.166599817339784,3.9659425785716245
88,5.946377905612843,1.2922802895343677,6.130756424358755,1.1508348141304254,6.123135850460195,1.166599817339784,-0.28277229909639134
89,7.037168354169663,1.7967901065930065,7.2215468729155745,1.6553446311890645,7.212280981924168,1.6703486462300599,6.156533035676328
90,7.732925367913877,1.1581335448737549,7.917303886659789,1.0166880694698128,7.908037995668383,1.0316920845108082,3.115147444724081
91,7.732925367913877,1.1581335448737549,7.917303886659789,1.0166880694698128,7.908037995668383,1.0316920845108082,-0.26953498406105697
92,6.836289275944087,0.3364020254349699,7.020667794689999,0.19495655003102774,7.023362161274678,0.2209216681537477,1.5249829608217804
93,6.1694055921150595,0.5865267577291662,6.353784110860971,0.445081282325224,6.35647847744565,0.47104640044794394,1.055102394990456
94,5.6930729788038725,1.5338433400560822,5.877451497549784,1.3923978646521402,5.880145864134463,1.41836298277486,1.3530960531668015
95,5.6930729788038725,1.5338433400560822,5.877451497549784,1.3923978646521402,5.880145864134463,1.41836298277486,-0.3077869761845156
96,5.6930729788038725,1.5338433400560822,5.877451497549784,1.3923978646521402,5.880145864134463,1.41836298277486,-0.8785989788118759
97,5.6930729788038725,1.5338433400560822,5.877451497549784,1.3923978646521402,5.880145864134463,1.41836298277486,-0.28738437092047736
98,5.7455551559096225,1.5899705867566085,5.929933674655534,1.4485251113526665,5.932628041240213,1.4744902294753863,-0.5534486712022482
99,5.7455551559096225,1.5899705867566085,5.929933674655534,1.4485251113526665,5.932628041240213,1.4744902294753863,-0.9270074323045693
100,5.7455551559096225,1.5899705867566085,5.929933674655534,1.4485251113526665,5.932628041240213,1.4744902294753863,-0.2688429455243348
